tenure,monthly_charges,total_charges,contract_type,customer_support_calls,internet_service,online_security,tech_support,payment_method,paperless_billing,churn
17,55.21,938.5,One year,4,Fiber optic,No,No,Bank transfer,Yes,1
63,58.63,3693.57,Month-to-month,6,Fiber optic,No,Yes,Bank transfer,Yes,1
19,36.98,702.67,Month-to-month,0,DSL,No,No,Credit card,No,1
58,29.24,1696.19,Month-to-month,8,DSL,No,Yes,Bank transfer,Yes,1
55,86.91,4780.25,Two year,5,DSL,No,No,Electronic check,Yes,1
62,60.2,3732.23,One year,3,Fiber optic,Yes,No,Mailed check,Yes,1
23,21.15,486.46,Month-to-month,5,DSL,Yes,Yes,Electronic check,Yes,0
9,84.24,758.15,One year,4,Fiber optic,Yes,No,Bank transfer,Yes,0
12,98.46,1181.56,Month-to-month,2,DSL,Yes,Yes,Credit card,No,0
1,68.47,68.47,One year,6,Fiber optic,No,Yes,Bank transfer,Yes,1
58,60.3,3497.21,One year,2,DSL,No,No,Mailed check,Yes,0
1,90.27,90.27,Two year,1,DSL,No,Yes,Bank transfer,Yes,0
34,96.2,3270.85,Month-to-month,3,DSL,No,Yes,Mailed check,Yes,1
48,80.36,3857.42,Two year,6,DSL,No,Yes,Bank transfer,Yes,1
1,55.64,55.64,Two year,4,DSL,No,No,Credit card,Yes,1
16,67.38,1078.04,Two year,8,Fiber optic,No,Yes,Electronic check,Yes,1
61,76.07,4640.56,One year,9,DSL,Yes,No,Mailed check,No,1
64,35.54,2274.68,Month-to-month,6,DSL,No,Yes,Electronic check,Yes,1
63,55.78,3513.89,Month-to-month,8,DSL,No,Yes,Bank transfer,Yes,1
69,86.39,5960.61,Month-to-month,8,Fiber optic,Yes,No,Electronic check,Yes,1
22,72.38,1592.32,Month-to-month,1,Fiber optic,No,Yes,Credit card,No,1
67,52.9,3544.05,One year,0,Fiber optic,Yes,No,Credit card,No,0
26,73.07,1899.79,One year,3,DSL,Yes,No,Electronic check,Yes,0
16,29.46,471.32,Two year,3,DSL,Yes,No,Electronic check,Yes,0
51,52.12,2658.11,Month-to-month,1,DSL,No,Yes,Credit card,Yes,1
57,83.45,4756.67,Month-to-month,2,Fiber optic,No,No,Mailed check,Yes,1
29,37.64,1091.58,One year,2,Fiber optic,No,Yes,Mailed check,Yes,1
69,34.88,2406.51,Month-to-month,4,Fiber optic,Yes,No,Credit card,No,1
47,96.07,4515.08,Month-to-month,0,Fiber optic,No,No,Credit card,No,1
62,36.79,2281.09,Two year,8,Fiber optic,No,No,Mailed check,No,1
69,40.87,2820.27,One year,7,Fiber optic,No,Yes,Electronic check,Yes,1
16,97.57,1561.11,Month-to-month,7,DSL,Yes,Yes,Electronic check,Yes,1
48,78.78,3781.28,Two year,2,DSL,Yes,No,Bank transfer,Yes,0
39,75.97,2962.74,One year,1,No,Yes,Yes,Mailed check,Yes,0
33,88.23,2911.73,One year,0,DSL,No,No,Credit card,No,0
23,29.27,673.11,Two year,5,No,Yes,Yes,Bank transfer,Yes,0
10,76.48,764.76,Month-to-month,9,Fiber optic,Yes,No,Electronic check,Yes,1
69,60.3,4160.36,One year,0,Fiber optic,Yes,No,Mailed check,No,1
34,86.33,2935.29,Month-to-month,4,DSL,No,Yes,Bank transfer,No,1
52,60.65,3153.87,Month-to-month,8,Fiber optic,No,No,Electronic check,No,1
10,69.62,696.19,Two year,8,Fiber optic,No,Yes,Credit card,No,1
19,58.22,1106.17,One year,3,DSL,No,Yes,Electronic check,Yes,0
58,58.25,3378.66,One year,6,DSL,Yes,Yes,Electronic check,Yes,1
1,81.44,81.44,Two year,6,DSL,Yes,Yes,Mailed check,Yes,0
69,70.29,4849.69,Two year,3,Fiber optic,Yes,Yes,Credit card,Yes,0
4,70.66,282.64,Two year,4,DSL,Yes,No,Mailed check,Yes,0
16,56.02,896.36,Month-to-month,8,Fiber optic,No,No,Credit card,Yes,1
24,62.49,1499.73,Month-to-month,6,Fiber optic,No,Yes,Bank transfer,No,1
2,79.66,159.31,Month-to-month,6,DSL,No,No,Electronic check,Yes,1
32,86.08,2754.41,Month-to-month,9,Fiber optic,Yes,No,Mailed check,Yes,1
24,75.72,1817.4,Month-to-month,6,DSL,Yes,No,Credit card,Yes,1
12,93.93,1127.11,One year,8,Fiber optic,Yes,No,Mailed check,Yes,1
50,85.63,4281.3,One year,4,DSL,No,Yes,Electronic check,Yes,0
35,64.95,2273.22,Two year,5,DSL,Yes,No,Electronic check,No,0
33,73.71,2432.51,One year,2,DSL,No,No,Bank transfer,Yes,1
33,94.1,3105.45,One year,0,Fiber optic,No,Yes,Credit card,No,0
61,69.53,4241.54,Month-to-month,1,DSL,No,No,Credit card,Yes,1
51,85.98,4385.21,Month-to-month,7,DSL,Yes,Yes,Bank transfer,Yes,1
43,75.1,3229.51,Month-to-month,0,DSL,Yes,No,Bank transfer,Yes,0
12,64.15,769.86,One year,9,DSL,Yes,Yes,Credit card,Yes,0
67,39.35,2636.25,Month-to-month,6,Fiber optic,No,No,Credit card,Yes,1
65,54.08,3515.19,One year,4,Fiber optic,Yes,No,Mailed check,Yes,1
33,97.42,3214.84,One year,5,No,No,Yes,Credit card,Yes,0
40,72.62,2904.85,Month-to-month,7,DSL,No,Yes,Mailed check,No,1
43,65.15,2801.52,Month-to-month,3,DSL,Yes,No,Mailed check,Yes,1
44,94.64,4164.01,Month-to-month,5,Fiber optic,Yes,No,Mailed check,Yes,1
29,66.92,1940.71,Month-to-month,2,Fiber optic,Yes,No,Mailed check,Yes,1
13,62.09,807.13,One year,6,DSL,Yes,No,Electronic check,Yes,1
12,80.74,968.94,One year,1,Fiber optic,Yes,No,Bank transfer,Yes,0
46,77.01,3542.61,One year,7,Fiber optic,No,Yes,Bank transfer,Yes,1
2,35.45,70.91,Two year,6,DSL,No,No,Credit card,Yes,1
35,57.7,2019.66,One year,7,Fiber optic,Yes,Yes,Bank transfer,Yes,0
8,57.8,462.41,Two year,1,DSL,No,Yes,Bank transfer,Yes,0
26,50.26,1306.71,Month-to-month,2,No,Yes,No,Electronic check,Yes,0
34,61.38,2087.04,One year,3,Fiber optic,No,No,Mailed check,No,1
7,53.05,371.34,Month-to-month,8,DSL,No,Yes,Mailed check,Yes,1
68,35.95,2444.44,Month-to-month,4,Fiber optic,No,No,Mailed check,Yes,1
58,52.99,3073.38,Month-to-month,5,No,Yes,No,Bank transfer,Yes,1
29,25.78,747.68,One year,0,Fiber optic,No,Yes,Bank transfer,No,0
36,66.06,2378.26,Month-to-month,3,DSL,No,No,Credit card,No,1
21,88.29,1854.14,Month-to-month,3,Fiber optic,Yes,No,Electronic check,No,1
36,78.02,2808.83,Two year,9,Fiber optic,No,No,Electronic check,Yes,1
10,48.83,488.32,Two year,7,DSL,No,No,Credit card,Yes,1
24,26.97,647.18,One year,7,DSL,Yes,Yes,Credit card,No,0
64,36.17,2315.0,One year,9,Fiber optic,No,No,Credit card,Yes,1
49,63.64,3118.32,Two year,5,Fiber optic,No,No,Mailed check,Yes,1
36,36.56,1316.32,One year,7,DSL,Yes,No,Mailed check,Yes,1
24,63.52,1524.43,Month-to-month,8,Fiber optic,Yes,Yes,Mailed check,Yes,1
23,38.53,886.14,Two year,4,Fiber optic,Yes,No,Mailed check,Yes,0
62,87.91,5450.66,One year,0,DSL,Yes,No,Credit card,Yes,0
37,51.78,1915.92,Month-to-month,0,DSL,Yes,No,Credit card,No,1
12,39.64,475.73,Month-to-month,1,Fiber optic,Yes,Yes,Credit card,Yes,1
55,84.99,4674.24,Month-to-month,1,Fiber optic,Yes,No,Mailed check,Yes,1
13,47.43,616.55,Two year,4,Fiber optic,No,No,Mailed check,Yes,1
23,28.92,665.14,Month-to-month,6,DSL,No,No,Bank transfer,Yes,1
30,65.63,1968.98,Two year,6,Fiber optic,Yes,Yes,Credit card,No,1
17,66.53,1130.93,Two year,3,No,Yes,No,Electronic check,No,0
62,77.18,4784.89,One year,3,DSL,Yes,No,Electronic check,Yes,0
13,39.22,509.83,One year,9,DSL,Yes,Yes,Bank transfer,Yes,1
59,55.5,3274.6,Month-to-month,2,Fiber optic,Yes,Yes,Mailed check,No,1
19,42.59,809.2,Month-to-month,1,DSL,No,Yes,Credit card,Yes,1
49,26.48,1297.34,Month-to-month,2,DSL,Yes,Yes,Mailed check,Yes,1
12,90.13,1081.55,One year,7,DSL,Yes,No,Mailed check,Yes,1
61,78.31,4776.88,Month-to-month,0,DSL,No,Yes,Electronic check,No,1
19,44.12,838.22,Month-to-month,3,Fiber optic,No,Yes,Electronic check,No,1
9,67.95,611.55,Month-to-month,6,DSL,No,No,Credit card,Yes,1
71,36.1,2563.18,Two year,4,Fiber optic,No,No,Credit card,Yes,1
28,91.22,2554.13,Month-to-month,1,Fiber optic,Yes,Yes,Mailed check,Yes,1
52,29.19,1518.01,Two year,0,Fiber optic,No,No,Mailed check,Yes,1
16,20.31,324.91,Month-to-month,5,DSL,No,Yes,Bank transfer,Yes,1
69,60.16,4151.09,One year,4,Fiber optic,Yes,Yes,Mailed check,Yes,0
12,66.65,799.8,Month-to-month,2,Fiber optic,No,No,Bank transfer,No,1
25,66.32,1657.93,One year,8,Fiber optic,No,No,Mailed check,Yes,1
52,24.36,1266.77,One year,2,Fiber optic,No,No,Mailed check,No,1
53,45.12,2391.55,Month-to-month,1,Fiber optic,No,No,Mailed check,Yes,1
23,59.94,1378.53,One year,4,Fiber optic,No,No,Credit card,Yes,1
16,37.33,597.22,One year,8,Fiber optic,Yes,No,Credit card,No,1
57,89.81,5119.17,One year,7,Fiber optic,No,No,Credit card,Yes,1
39,26.97,1051.78,One year,5,DSL,Yes,No,Bank transfer,Yes,0
53,58.99,3126.51,Month-to-month,2,DSL,Yes,No,Bank transfer,Yes,1
42,75.31,3163.16,One year,5,No,No,Yes,Credit card,No,0
58,40.94,2374.53,Two year,4,DSL,Yes,Yes,Bank transfer,Yes,0
39,69.94,2727.63,Two year,0,Fiber optic,No,Yes,Credit card,Yes,0
14,86.35,1208.91,Two year,4,DSL,Yes,No,Electronic check,No,0
5,35.23,176.13,Month-to-month,6,Fiber optic,Yes,No,Credit card,Yes,1
35,93.38,3268.22,One year,8,Fiber optic,No,No,Electronic check,Yes,1
18,64.28,1157.12,One year,0,DSL,Yes,Yes,Mailed check,Yes,0
9,43.94,395.45,Month-to-month,2,Fiber optic,No,No,Bank transfer,Yes,1
58,54.47,3159.18,Two year,7,Fiber optic,Yes,Yes,Bank transfer,Yes,1
17,44.98,764.58,One year,5,Fiber optic,Yes,No,Credit card,Yes,1
7,78.01,546.06,Month-to-month,4,Fiber optic,Yes,No,Mailed check,Yes,1
46,83.7,3850.39,Month-to-month,9,DSL,Yes,No,Mailed check,Yes,1
13,86.63,1126.25,Two year,1,Fiber optic,Yes,Yes,Mailed check,Yes,0
40,98.86,3954.46,Month-to-month,2,DSL,No,Yes,Mailed check,Yes,1
42,83.3,3498.72,Month-to-month,1,DSL,No,Yes,Bank transfer,No,1
9,68.11,613.0,Month-to-month,0,No,Yes,Yes,Credit card,Yes,0
50,47.14,2356.88,Month-to-month,6,Fiber optic,Yes,No,Credit card,Yes,1
27,63.57,1716.33,Two year,2,Fiber optic,No,Yes,Electronic check,No,0
66,23.29,1536.84,Month-to-month,6,Fiber optic,No,No,Bank transfer,No,1
5,79.59,397.93,One year,6,DSL,No,No,Electronic check,Yes,1
29,55.68,1614.62,Two year,7,Fiber optic,No,No,Mailed check,No,1
37,21.6,799.27,One year,0,Fiber optic,No,Yes,Credit card,Yes,1
38,25.0,950.02,Month-to-month,4,DSL,No,No,Electronic check,No,1
8,51.0,407.98,One year,9,Fiber optic,No,No,Bank transfer,No,1
65,66.67,4333.79,Month-to-month,8,Fiber optic,Yes,No,Credit card,Yes,1
17,57.14,971.32,Month-to-month,6,DSL,Yes,Yes,Bank transfer,No,1
71,69.54,4937.08,One year,0,Fiber optic,Yes,No,Credit card,No,0
45,58.42,2629.06,Two year,7,DSL,No,Yes,Bank transfer,Yes,0
4,72.94,291.75,One year,2,DSL,Yes,No,Bank transfer,No,0
36,37.53,1351.08,Two year,3,Fiber optic,No,No,Credit card,Yes,1
70,29.03,2031.92,One year,3,Fiber optic,No,Yes,Bank transfer,No,1
31,67.71,2099.16,One year,9,Fiber optic,No,Yes,Bank transfer,No,1
19,58.78,1116.73,Two year,7,Fiber optic,Yes,No,Mailed check,Yes,1
61,22.15,1351.11,Month-to-month,0,No,Yes,Yes,Credit card,Yes,1
54,50.44,2723.68,Month-to-month,7,No,Yes,No,Electronic check,No,1
39,28.49,1111.11,One year,8,DSL,Yes,No,Credit card,Yes,1
19,62.51,1187.66,One year,8,Fiber optic,Yes,Yes,Credit card,Yes,0
39,51.66,2014.83,Month-to-month,4,DSL,No,Yes,Mailed check,Yes,1
67,69.05,4626.49,Month-to-month,3,Fiber optic,No,Yes,Electronic check,Yes,1
45,84.45,3800.17,Month-to-month,3,No,No,No,Electronic check,No,1
13,43.97,571.66,One year,8,DSL,No,No,Electronic check,Yes,1
58,96.97,5624.15,Two year,7,Fiber optic,No,No,Bank transfer,No,1
20,62.85,1257.02,Two year,9,Fiber optic,Yes,No,Bank transfer,No,1
61,69.46,4237.26,One year,9,DSL,Yes,No,Bank transfer,Yes,0
39,74.45,2903.7,Two year,6,DSL,Yes,Yes,Electronic check,Yes,0
1,73.34,73.34,Month-to-month,2,Fiber optic,No,No,Credit card,Yes,1
3,60.88,182.63,Month-to-month,3,DSL,No,Yes,Credit card,Yes,1
62,54.3,3366.67,Month-to-month,8,Fiber optic,No,Yes,Electronic check,Yes,1
63,24.3,1531.06,One year,7,Fiber optic,Yes,No,Electronic check,No,0
25,21.77,544.17,Month-to-month,0,Fiber optic,No,No,Mailed check,Yes,1
56,48.64,2723.67,One year,2,DSL,No,Yes,Bank transfer,No,0
33,46.69,1540.86,One year,9,Fiber optic,No,No,Bank transfer,Yes,1
38,51.02,1938.59,Month-to-month,1,DSL,No,No,Bank transfer,Yes,1
6,31.07,186.42,Two year,1,Fiber optic,No,No,Mailed check,Yes,1
58,79.05,4585.1,One year,7,DSL,No,Yes,Mailed check,Yes,1
44,88.56,3896.51,Month-to-month,5,Fiber optic,No,Yes,Mailed check,No,1
45,95.1,4279.37,Month-to-month,5,Fiber optic,No,No,Electronic check,No,1
32,59.39,1900.45,One year,3,Fiber optic,No,No,Mailed check,No,1
45,76.07,3423.12,Month-to-month,0,DSL,No,No,Credit card,No,1
61,88.44,5395.09,Month-to-month,6,DSL,No,No,Electronic check,Yes,1
47,53.46,2512.77,One year,7,Fiber optic,No,No,Electronic check,Yes,1
21,44.75,939.81,Two year,1,DSL,No,No,Bank transfer,Yes,0
36,94.94,3417.77,Month-to-month,1,No,No,No,Bank transfer,Yes,1
19,61.25,1163.83,Two year,0,DSL,Yes,No,Mailed check,Yes,0
20,59.78,1195.61,Two year,3,No,No,No,Credit card,Yes,0
57,34.27,1953.58,Month-to-month,5,Fiber optic,No,Yes,Electronic check,No,1
18,28.65,515.74,One year,4,DSL,No,No,Electronic check,Yes,1
47,87.37,4106.32,Month-to-month,3,Fiber optic,No,No,Electronic check,Yes,1
49,69.13,3387.4,Month-to-month,3,DSL,No,Yes,Bank transfer,Yes,1
14,46.07,644.92,One year,9,DSL,No,No,Bank transfer,Yes,1
15,35.34,530.08,One year,6,DSL,Yes,Yes,Credit card,Yes,0
31,64.44,1997.63,Month-to-month,6,No,No,Yes,Bank transfer,Yes,1
1,66.71,66.71,Two year,1,Fiber optic,Yes,No,Credit card,No,0
54,36.56,1974.21,One year,6,Fiber optic,Yes,Yes,Bank transfer,Yes,1
3,88.11,264.34,Two year,1,DSL,No,No,Credit card,No,1
16,26.74,427.86,Month-to-month,3,Fiber optic,No,Yes,Bank transfer,Yes,1
57,48.49,2763.78,Two year,0,DSL,No,No,Bank transfer,Yes,1
12,74.43,893.17,Month-to-month,4,DSL,Yes,Yes,Mailed check,No,0
16,41.93,670.87,Month-to-month,0,DSL,Yes,No,Mailed check,Yes,1
24,86.21,2069.14,One year,3,Fiber optic,No,No,Mailed check,Yes,1
28,79.19,2217.3,One year,8,Fiber optic,Yes,Yes,Credit card,Yes,1
8,83.12,664.97,One year,7,DSL,No,Yes,Credit card,No,1
36,29.53,1063.03,Month-to-month,5,No,No,No,Credit card,Yes,1
8,31.24,249.95,Month-to-month,7,DSL,No,Yes,Credit card,Yes,1
58,42.92,2489.24,One year,4,Fiber optic,Yes,Yes,Mailed check,Yes,0
60,61.45,3686.77,Month-to-month,6,DSL,Yes,Yes,Electronic check,No,1
50,79.84,3992.06,One year,7,DSL,No,No,Bank transfer,Yes,1
28,86.92,2433.83,Month-to-month,6,No,No,No,Bank transfer,Yes,1
41,76.35,3130.22,Two year,3,Fiber optic,Yes,No,Credit card,Yes,1
64,94.29,6034.42,One year,4,Fiber optic,Yes,No,Mailed check,Yes,1
27,79.1,2135.69,One year,9,Fiber optic,No,Yes,Electronic check,No,1
63,44.5,2803.59,Two year,5,Fiber optic,No,No,Mailed check,Yes,1
17,41.21,700.51,One year,5,Fiber optic,No,Yes,Bank transfer,No,0
33,75.7,2497.95,Month-to-month,8,Fiber optic,Yes,No,Credit card,Yes,1
29,35.43,1027.46,Month-to-month,9,DSL,No,Yes,Credit card,Yes,1
13,27.42,356.42,One year,1,Fiber optic,No,No,Mailed check,Yes,1
46,62.58,2878.58,Month-to-month,5,Fiber optic,Yes,No,Credit card,No,1
35,85.73,3000.6,One year,2,DSL,No,Yes,Electronic check,Yes,0
6,28.11,168.66,Month-to-month,1,Fiber optic,No,No,Bank transfer,Yes,1
69,83.35,5751.24,Month-to-month,5,DSL,No,Yes,Electronic check,Yes,1
47,84.93,3991.51,One year,3,Fiber optic,No,No,Mailed check,Yes,1
25,58.58,1464.55,Two year,4,DSL,Yes,No,Bank transfer,No,0
66,24.58,1622.6,One year,4,DSL,No,Yes,Electronic check,Yes,0
10,33.97,339.67,Two year,2,DSL,No,Yes,Electronic check,Yes,0
56,76.59,4289.27,Two year,3,Fiber optic,No,No,Electronic check,Yes,1
30,76.94,2308.27,Month-to-month,2,DSL,No,No,Bank transfer,No,1
5,91.87,459.34,Month-to-month,6,Fiber optic,No,No,Bank transfer,Yes,1
33,66.61,2198.29,One year,0,Fiber optic,Yes,No,Credit card,Yes,0
65,29.93,1945.36,Two year,5,DSL,No,Yes,Mailed check,No,0
18,29.71,534.84,One year,3,No,Yes,No,Credit card,Yes,0
49,77.69,3806.84,Two year,0,DSL,Yes,No,Mailed check,No,0
11,34.7,381.73,Month-to-month,0,Fiber optic,No,Yes,Bank transfer,Yes,1
26,46.27,1203.04,Month-to-month,4,Fiber optic,Yes,Yes,Electronic check,Yes,1
63,58.98,3715.55,One year,4,DSL,Yes,No,Credit card,Yes,0
59,21.98,1296.89,Month-to-month,9,DSL,Yes,No,Bank transfer,No,1
27,39.91,1077.45,Month-to-month,6,Fiber optic,No,Yes,Bank transfer,No,1
49,52.63,2578.93,Month-to-month,3,No,Yes,No,Bank transfer,Yes,1
33,42.37,1398.24,Month-to-month,8,DSL,No,No,Credit card,Yes,1
1,30.91,30.91,One year,3,DSL,No,Yes,Bank transfer,Yes,0
21,78.24,1643.06,Two year,6,No,Yes,No,Mailed check,Yes,1
55,85.05,4677.85,Two year,4,DSL,No,Yes,Mailed check,Yes,0
6,40.6,243.59,One year,4,Fiber optic,Yes,Yes,Electronic check,No,0
69,81.95,5654.8,Month-to-month,5,Fiber optic,No,No,Credit card,No,1
5,50.84,254.22,One year,7,DSL,Yes,No,Credit card,No,0
3,60.53,181.6,Month-to-month,4,Fiber optic,Yes,No,Credit card,Yes,1
53,88.48,4689.44,Month-to-month,2,No,Yes,No,Credit card,No,0
23,80.0,1839.91,Month-to-month,5,Fiber optic,Yes,Yes,Credit card,No,1
53,84.41,4473.7,Two year,1,Fiber optic,No,No,Bank transfer,Yes,1
37,30.95,1145.06,Two year,7,Fiber optic,Yes,No,Bank transfer,No,1
17,25.58,434.82,One year,7,Fiber optic,Yes,Yes,Mailed check,Yes,1
1,91.47,91.47,One year,2,DSL,Yes,No,Credit card,Yes,0
51,51.03,2602.36,Month-to-month,7,Fiber optic,No,No,Credit card,Yes,1
45,43.03,1936.37,One year,8,DSL,No,No,Credit card,Yes,1
4,77.98,311.9,One year,4,DSL,Yes,No,Mailed check,Yes,0
62,86.91,5388.62,Month-to-month,4,No,Yes,No,Credit card,No,1
65,89.0,5784.95,Month-to-month,5,Fiber optic,No,No,Credit card,Yes,1
32,45.28,1448.95,Two year,6,No,Yes,Yes,Bank transfer,Yes,0
34,88.18,2998.02,One year,2,DSL,No,No,Mailed check,Yes,1
39,23.27,907.71,Two year,4,Fiber optic,Yes,No,Bank transfer,Yes,1
26,23.97,623.3,Two year,0,Fiber optic,Yes,Yes,Electronic check,Yes,0
34,69.88,2375.97,Two year,9,No,No,No,Credit card,Yes,1
54,25.05,1352.62,Month-to-month,4,No,No,Yes,Electronic check,No,1
3,45.97,137.91,Month-to-month,3,No,No,No,Credit card,Yes,1
50,73.82,3691.02,Month-to-month,0,No,No,No,Electronic check,Yes,1
12,46.98,563.78,Month-to-month,6,DSL,No,Yes,Bank transfer,No,1
65,34.37,2233.92,One year,0,Fiber optic,No,Yes,Mailed check,Yes,1
54,42.51,2295.43,One year,7,DSL,No,No,Electronic check,Yes,1
5,56.61,283.03,One year,9,Fiber optic,No,Yes,Bank transfer,No,1
57,58.03,3307.76,Month-to-month,1,No,Yes,No,Electronic check,No,1
17,82.64,1404.88,Two year,9,DSL,Yes,Yes,Electronic check,Yes,1
47,80.01,3760.58,Month-to-month,4,Fiber optic,Yes,Yes,Mailed check,Yes,1
23,56.55,1300.54,Month-to-month,5,Fiber optic,No,Yes,Bank transfer,Yes,1
14,87.65,1227.15,One year,8,DSL,Yes,Yes,Mailed check,Yes,0
66,29.14,1923.17,One year,6,DSL,Yes,No,Credit card,Yes,1
51,40.43,2061.84,Month-to-month,5,DSL,No,No,Mailed check,Yes,1
38,86.24,3277.05,Month-to-month,4,DSL,Yes,No,Mailed check,No,1
64,50.24,3215.33,One year,5,Fiber optic,No,No,Electronic check,Yes,1
38,98.49,3742.79,Month-to-month,3,Fiber optic,No,No,Electronic check,No,1
50,57.3,2865.01,Month-to-month,0,DSL,No,Yes,Electronic check,Yes,1
30,83.35,2500.65,One year,8,No,Yes,Yes,Bank transfer,Yes,0
51,52.18,2661.41,Month-to-month,4,Fiber optic,No,Yes,Mailed check,Yes,1
63,54.0,3401.77,Month-to-month,7,Fiber optic,No,No,Credit card,No,1
52,50.63,2632.79,Month-to-month,6,DSL,No,No,Electronic check,No,1
38,77.53,2945.99,Two year,7,Fiber optic,Yes,No,Credit card,Yes,1
30,63.8,1914.04,Two year,0,DSL,Yes,No,Mailed check,Yes,0
51,95.5,4870.61,Month-to-month,8,Fiber optic,No,Yes,Mailed check,Yes,1
5,40.07,200.36,Month-to-month,0,Fiber optic,Yes,No,Mailed check,Yes,1
29,28.05,813.31,Month-to-month,2,DSL,No,No,Credit card,Yes,1
4,51.46,205.84,Month-to-month,7,No,No,Yes,Credit card,Yes,1
10,69.34,693.37,One year,0,Fiber optic,No,No,Credit card,Yes,1
56,88.86,4976.38,One year,0,DSL,No,No,Mailed check,Yes,1
17,47.7,810.83,Month-to-month,5,No,Yes,No,Mailed check,Yes,1
17,72.3,1229.15,Month-to-month,4,Fiber optic,Yes,No,Electronic check,Yes,1
69,48.02,3313.1,Month-to-month,5,Fiber optic,No,No,Bank transfer,Yes,1
34,69.38,2358.84,Month-to-month,2,Fiber optic,Yes,No,Credit card,No,1
6,90.78,544.71,Month-to-month,9,DSL,No,No,Bank transfer,Yes,1
53,38.51,2040.96,One year,9,No,No,Yes,Credit card,No,1
66,52.34,3454.4,One year,5,Fiber optic,No,Yes,Credit card,Yes,1
43,99.46,4276.83,One year,1,DSL,No,Yes,Bank transfer,Yes,0
23,89.48,2058.14,Month-to-month,7,No,No,Yes,Bank transfer,No,1
55,65.17,3584.42,One year,5,Fiber optic,Yes,No,Credit card,Yes,1
16,61.33,981.28,Month-to-month,3,Fiber optic,No,No,Mailed check,Yes,1
8,42.77,342.14,Month-to-month,3,Fiber optic,No,No,Electronic check,Yes,1
4,61.38,245.51,One year,6,DSL,Yes,No,Credit card,No,1
4,87.85,351.42,Month-to-month,2,DSL,Yes,No,Electronic check,No,0
56,74.81,4189.58,One year,2,DSL,No,Yes,Mailed check,No,0
25,43.2,1080.09,One year,5,Fiber optic,No,No,Mailed check,No,1
67,36.12,2419.85,Two year,8,DSL,No,Yes,Electronic check,Yes,1
67,41.22,2761.52,Two year,0,DSL,Yes,No,Credit card,Yes,0
27,33.58,906.68,Month-to-month,4,DSL,Yes,No,Electronic check,No,1
32,27.65,884.84,Two year,0,DSL,No,Yes,Credit card,No,0
50,53.53,2676.54,One year,0,Fiber optic,No,Yes,Bank transfer,Yes,1
61,29.06,1772.9,One year,2,No,No,No,Credit card,No,0
51,33.75,1721.4,Month-to-month,2,DSL,No,Yes,Bank transfer,Yes,1
19,63.79,1211.93,Two year,3,Fiber optic,No,No,Bank transfer,Yes,1
21,33.17,696.53,Month-to-month,2,Fiber optic,No,No,Electronic check,Yes,1
5,25.11,125.55,Two year,5,Fiber optic,Yes,No,Bank transfer,Yes,1
42,45.39,1906.43,Month-to-month,3,No,Yes,No,Electronic check,No,1
61,37.63,2295.16,One year,7,Fiber optic,No,No,Electronic check,No,1
22,61.22,1346.94,Month-to-month,0,DSL,Yes,Yes,Mailed check,Yes,0
21,28.19,591.98,Month-to-month,7,No,No,No,Electronic check,No,1
70,80.14,5609.92,Month-to-month,0,Fiber optic,Yes,No,Mailed check,Yes,1
1,92.5,92.5,Month-to-month,0,DSL,Yes,Yes,Mailed check,Yes,1
5,79.47,397.37,Month-to-month,6,DSL,No,Yes,Electronic check,Yes,1
12,62.63,751.51,Month-to-month,0,No,Yes,Yes,Credit card,No,0
46,88.85,4087.26,One year,8,Fiber optic,No,No,Credit card,Yes,1
34,75.59,2570.18,Two year,7,Fiber optic,Yes,Yes,Electronic check,Yes,1
49,20.84,1021.36,One year,0,Fiber optic,No,No,Bank transfer,Yes,1
45,51.53,2318.72,Month-to-month,1,Fiber optic,Yes,Yes,Electronic check,Yes,1
27,88.08,2378.06,Month-to-month,1,DSL,Yes,No,Bank transfer,Yes,1
26,47.67,1239.39,Month-to-month,1,Fiber optic,Yes,No,Credit card,Yes,1
47,22.82,1072.41,Two year,5,Fiber optic,No,Yes,Bank transfer,Yes,0
56,79.69,4462.88,Two year,3,Fiber optic,Yes,Yes,Electronic check,Yes,0
63,84.16,5302.27,Month-to-month,7,DSL,No,Yes,Bank transfer,Yes,1
48,32.85,1576.68,Month-to-month,0,DSL,Yes,No,Mailed check,No,0
61,62.99,3842.22,Two year,9,Fiber optic,Yes,No,Mailed check,Yes,1
26,35.36,919.27,Two year,3,Fiber optic,No,Yes,Electronic check,Yes,0
36,77.54,2791.4,Two year,9,Fiber optic,No,No,Electronic check,No,1
1,41.72,41.72,Two year,4,Fiber optic,No,Yes,Electronic check,Yes,1
8,45.3,362.38,Month-to-month,8,Fiber optic,Yes,No,Credit card,No,1
52,87.6,4555.08,Month-to-month,4,Fiber optic,Yes,Yes,Credit card,Yes,1
47,58.11,2730.97,Month-to-month,2,DSL,No,No,Credit card,Yes,1
56,73.58,4120.5,Month-to-month,3,DSL,No,No,Mailed check,No,1
14,52.19,730.66,Month-to-month,9,Fiber optic,Yes,No,Bank transfer,Yes,1
28,43.84,1227.54,One year,6,DSL,No,Yes,Mailed check,Yes,1
2,70.04,140.08,Month-to-month,0,Fiber optic,Yes,Yes,Bank transfer,Yes,0
26,32.39,842.1,Month-to-month,5,No,No,No,Bank transfer,Yes,1
14,49.84,697.76,Month-to-month,7,Fiber optic,Yes,No,Electronic check,No,1
